exam_score,test_score,assignment_score,practical_score,final_score,performance_category,pass_fail
46.5,8.9,5.5,17.8,80.5,Excellent,Pass
47.7,7.1,7.7,12.3,74.7,Good,Pass
33.0,4.5,7.5,14.8,58.7,Average,Pass
11.7,4.2,6.9,15.3,38.5,At Risk,Fail
41.5,6.3,7.2,18.4,70.6,Good,Pass
40.8,8.8,6.3,12.7,69.2,Good,Pass
38.1,6.2,7.9,11.8,61.0,Average,Pass
45.4,8.5,7.1,9.4,68.4,Good,Pass
22.2,7.0,7.4,17.9,50.6,Average,Pass
56.5,7.2,7.6,14.8,85.8,Excellent,Pass
24.4,4.5,5.8,14.9,52.8,Average,Pass
42.9,7.9,6.1,20.0,76.7,Good,Pass
16.6,6.0,4.5,14.5,42.9,At Risk,Fail
24.8,7.8,7.9,10.0,55.1,Average,Pass
51.2,5.3,5.7,13.1,76.1,Good,Pass
32.0,6.8,7.4,10.9,55.4,Average,Pass
43.9,7.0,7.6,12.5,69.8,Good,Pass
37.4,6.3,7.9,12.5,64.0,Average,Pass
33.7,7.1,5.8,12.0,57.2,Average,Pass
49.5,6.1,7.1,9.7,71.3,Good,Pass
32.2,5.5,9.2,18.1,67.0,Good,Pass
15.6,8.9,9.3,14.4,50.2,Average,Pass
26.1,8.1,8.4,13.0,52.3,Average,Pass
40.8,5.4,7.6,15.7,67.8,Good,Pass
39.1,7.4,6.0,14.9,66.4,Good,Pass
17.9,5.4,8.1,14.4,46.9,At Risk,Fail
27.0,4.7,7.0,15.5,56.5,Average,Pass
28.5,8.1,7.9,14.0,63.8,Average,Pass
30.9,3.9,6.4,15.5,55.8,Average,Pass
19.9,7.9,7.0,15.7,49.7,At Risk,Fail
28.0,6.1,7.4,14.1,56.8,Average,Pass
26.9,6.2,7.5,13.0,52.2,Average,Pass
43.1,7.1,7.8,17.9,75.6,Good,Pass
43.5,7.4,6.5,12.3,68.8,Good,Pass
33.2,5.3,5.6,14.7,53.5,Average,Pass
30.6,7.6,9.1,14.8,62.3,Average,Pass
36.3,6.7,10.0,11.9,64.5,Average,Pass
26.0,4.6,7.7,11.3,52.2,Average,Pass
22.4,6.2,5.6,12.6,46.9,At Risk,Fail
24.6,8.6,6.3,12.2,49.2,At Risk,Fail
27.9,9.0,7.8,9.5,53.8,Average,Pass
22.2,7.6,8.8,11.8,46.2,At Risk,Fail
36.6,4.7,5.7,14.3,58.9,Average,Pass
42.7,7.2,7.1,17.1,75.4,Good,Pass
17.7,7.8,7.4,15.2,47.5,At Risk,Fail
35.1,7.6,8.2,6.3,59.1,Average,Pass
32.4,7.7,6.8,15.4,58.4,Average,Pass
38.5,7.0,5.3,12.0,62.4,Average,Pass
34.7,6.4,7.9,14.9,62.9,Average,Pass
19.1,5.6,8.5,13.6,48.7,At Risk,Fail
21.2,3.7,7.1,13.1,46.3,At Risk,Fail
35.1,7.0,7.7,13.3,64.4,Average,Pass
45.9,6.8,6.6,13.5,75.9,Good,Pass
10.9,7.3,6.2,17.4,41.0,At Risk,Fail
38.5,4.5,8.4,13.5,67.7,Good,Pass
47.6,7.5,7.7,16.6,77.3,Good,Pass
33.1,9.6,7.8,16.2,64.6,Average,Pass
40.7,6.6,9.0,15.5,73.3,Good,Pass
27.2,6.4,5.9,8.6,45.1,At Risk,Fail
33.5,7.0,6.5,16.7,64.9,Average,Pass
17.3,9.5,7.4,12.3,46.8,At Risk,Fail
9.5,5.0,6.5,15.6,38.7,At Risk,Fail
45.0,6.8,8.1,10.9,70.7,Good,Pass
24.2,5.3,7.0,10.3,46.8,At Risk,Fail
29.9,5.7,6.0,19.1,61.7,Average,Pass
19.8,6.4,7.3,10.9,43.1,At Risk,Fail
19.6,8.5,7.4,16.8,50.9,Average,Pass
32.9,9.2,8.3,13.9,65.3,Good,Pass
26.9,7.2,7.7,12.4,54.1,Average,Pass
38.9,5.9,7.8,13.5,65.2,Good,Pass
39.7,10.0,7.6,10.0,67.1,Good,Pass
38.3,5.9,7.0,13.6,67.8,Good,Pass
37.4,5.6,6.3,10.6,59.0,Average,Pass
51.8,3.8,7.5,12.5,74.8,Good,Pass
23.3,8.6,6.8,16.2,51.4,Average,Pass
34.2,8.0,9.2,14.3,65.6,Good,Pass
47.0,10.0,8.8,9.4,76.6,Good,Pass
48.5,4.4,8.0,16.0,78.5,Good,Pass
19.4,8.7,7.7,13.6,49.6,At Risk,Fail
31.4,6.6,7.1,12.1,59.1,Average,Pass
49.5,7.7,5.7,15.7,80.0,Excellent,Pass
40.3,4.0,6.9,13.1,66.6,Good,Pass
36.9,8.7,7.3,10.3,65.2,Good,Pass
32.4,7.7,7.5,18.8,69.5,Good,Pass
30.7,6.4,7.8,13.6,58.1,Average,Pass
37.9,7.5,8.3,13.4,64.4,Average,Pass
32.1,5.4,6.4,12.5,57.6,Average,Pass
34.3,5.6,6.4,16.9,64.8,Average,Pass
35.6,5.8,8.9,12.1,65.7,Good,Pass
27.5,3.7,8.1,9.3,51.2,Average,Pass
40.5,7.8,6.7,11.7,70.7,Good,Pass
60.0,8.3,7.1,17.3,93.9,Excellent,Pass
15.6,5.4,7.1,15.9,44.5,At Risk,Fail
38.3,7.0,7.2,12.9,62.7,Average,Pass
26.6,6.1,7.8,17.4,58.5,Average,Pass
41.0,7.0,10.0,15.7,72.6,Good,Pass
35.3,5.6,7.4,12.9,61.6,Average,Pass
43.0,5.2,8.0,13.1,69.4,Good,Pass
47.5,8.1,5.2,14.5,76.2,Good,Pass
36.9,6.4,6.6,11.3,61.0,Average,Pass
47.0,9.5,8.7,13.6,80.7,Excellent,Pass
9.5,6.6,7.7,14.5,32.8,At Risk,Fail
52.0,5.1,1.9,8.9,68.3,Good,Pass
38.9,8.3,8.0,13.1,70.7,Good,Pass
46.4,7.4,9.5,12.8,79.9,Good,Pass
21.6,7.6,4.8,16.5,52.0,Average,Pass
25.8,8.3,9.0,8.4,54.9,Average,Pass
36.4,5.5,3.9,12.5,58.6,Average,Pass
34.6,6.3,8.3,12.3,61.5,Average,Pass
37.9,6.2,7.2,16.3,68.6,Good,Pass
46.5,4.6,4.4,13.5,68.9,Good,Pass
15.7,6.1,7.7,18.6,46.6,At Risk,Fail
45.3,8.5,8.6,15.5,76.8,Good,Pass
34.9,6.9,7.6,12.5,59.6,Average,Pass
32.6,4.5,7.9,14.3,60.3,Average,Pass
18.9,4.2,6.7,12.6,42.4,At Risk,Fail
40.2,9.0,5.0,16.0,69.5,Good,Pass
8.7,6.4,8.0,9.9,31.9,At Risk,Fail
41.8,5.5,9.3,11.3,68.9,Good,Pass
18.7,6.1,8.6,14.9,49.8,At Risk,Fail
35.4,4.3,4.8,17.0,59.2,Average,Pass
33.5,8.6,5.4,7.4,52.4,Average,Pass
47.4,5.9,6.2,17.4,78.9,Good,Pass
32.9,8.6,5.3,13.2,57.2,Average,Pass
27.3,6.6,7.3,8.3,50.6,Average,Pass
29.3,8.6,7.7,5.2,54.1,Average,Pass
48.5,6.9,5.5,9.3,73.5,Good,Pass
40.6,7.8,8.1,13.5,71.5,Good,Pass
30.6,7.6,7.9,13.4,61.0,Average,Pass
32.2,7.4,6.5,15.4,66.1,Good,Pass
17.9,7.0,7.0,12.1,39.3,At Risk,Fail
39.0,6.2,4.9,10.5,59.6,Average,Pass
15.8,9.4,6.8,12.4,46.1,At Risk,Fail
42.9,5.1,7.2,13.7,68.3,Good,Pass
36.2,6.5,7.4,14.2,66.8,Good,Pass
60.0,6.5,7.7,11.4,85.5,Excellent,Pass
22.9,7.1,7.5,16.1,53.9,Average,Pass
33.7,5.9,6.9,11.9,57.7,Average,Pass
54.2,7.0,7.5,11.2,78.9,Good,Pass
47.7,6.2,8.4,12.1,73.3,Good,Pass
27.3,4.1,7.1,16.6,55.6,Average,Pass
37.2,6.5,7.6,13.2,63.0,Average,Pass
34.8,4.8,7.0,11.7,60.2,Average,Pass
37.8,3.9,6.4,16.2,65.7,Good,Pass
27.3,6.7,7.8,19.6,63.6,Average,Pass
33.8,7.2,6.5,14.2,59.5,Average,Pass
17.5,7.3,7.7,17.1,46.2,At Risk,Fail
36.3,7.4,7.2,16.5,67.3,Good,Pass
39.7,3.6,6.8,11.9,67.8,Good,Pass
32.3,4.5,6.8,13.7,59.8,Average,Pass
17.4,9.5,6.6,10.0,42.3,At Risk,Fail
45.5,4.9,5.2,13.0,69.5,Good,Pass
38.7,7.4,7.7,11.8,67.1,Good,Pass
27.0,5.5,7.5,12.5,49.6,At Risk,Fail
31.8,6.6,8.2,11.5,60.8,Average,Pass
18.6,5.6,6.6,12.8,43.2,At Risk,Fail
23.7,7.3,9.5,15.1,55.5,Average,Pass
29.0,6.7,6.7,13.3,55.8,Average,Pass
48.1,5.8,6.1,8.4,70.7,Good,Pass
27.9,4.9,6.0,11.5,48.8,At Risk,Fail
41.7,6.9,5.1,9.3,59.7,Average,Pass
29.0,4.7,9.0,14.3,57.6,Average,Pass
37.5,7.1,8.8,15.0,64.4,Average,Pass
33.3,10.0,7.9,14.3,64.9,Average,Pass
44.2,8.5,6.1,11.4,72.6,Good,Pass
29.0,7.6,9.4,14.3,61.4,Average,Pass
17.8,6.4,6.8,12.3,45.3,At Risk,Fail
19.9,3.6,6.9,10.4,42.0,At Risk,Fail
29.1,4.5,8.9,15.7,63.0,Average,Pass
21.3,8.4,8.0,15.9,52.4,Average,Pass
39.2,5.3,9.8,16.3,71.4,Good,Pass
29.8,5.5,7.5,11.9,53.7,Average,Pass
60.0,6.3,6.7,16.9,91.8,Excellent,Pass
16.0,4.9,6.5,12.2,39.5,At Risk,Fail
37.0,4.7,5.0,15.4,65.5,Good,Pass
22.6,6.4,6.9,12.2,47.0,At Risk,Fail
29.5,5.2,8.6,13.0,59.0,Average,Pass
36.3,5.4,7.9,6.8,57.6,Average,Pass
9.7,5.3,7.2,12.8,34.9,At Risk,Fail
37.4,7.3,6.0,13.9,65.6,Good,Pass
55.4,6.2,7.5,12.5,81.9,Excellent,Pass
29.9,6.2,8.4,18.5,63.8,Average,Pass
37.6,7.4,7.7,10.3,62.6,Average,Pass
45.9,6.3,7.4,12.0,70.2,Good,Pass
33.0,6.1,6.2,11.1,55.8,Average,Pass
28.5,7.2,8.2,12.0,52.6,Average,Pass
10.2,7.5,3.4,16.5,39.3,At Risk,Fail
41.7,6.3,7.7,17.7,70.9,Good,Pass
33.6,6.6,10.0,11.6,61.4,Average,Pass
23.9,5.3,5.4,11.6,47.5,At Risk,Fail
36.2,5.2,6.9,10.4,60.3,Average,Pass
28.5,7.7,7.2,17.3,57.0,Average,Pass
29.1,7.2,6.6,16.7,59.5,Average,Pass
41.3,7.2,8.4,13.3,71.2,Good,Pass
20.3,6.9,7.8,9.7,44.8,At Risk,Fail
46.1,6.6,7.4,9.9,72.7,Good,Pass
19.7,7.5,8.2,14.1,47.8,At Risk,Fail
27.6,7.9,7.2,15.1,53.8,Average,Pass
55.6,7.9,10.0,7.8,82.9,Excellent,Pass
47.0,6.3,7.4,12.7,72.3,Good,Pass
35.9,8.6,7.4,18.1,66.5,Good,Pass
24.6,6.8,5.1,13.0,49.3,At Risk,Fail
29.1,7.4,6.5,17.8,63.3,Average,Pass
35.6,6.9,8.6,15.4,64.0,Average,Pass
35.2,6.9,5.6,10.6,62.9,Average,Pass
33.8,5.4,4.6,12.8,54.9,Average,Pass
34.5,7.6,7.2,13.2,62.7,Average,Pass
32.5,10.0,8.8,10.9,59.8,Average,Pass
19.2,5.9,7.3,10.9,43.4,At Risk,Fail
29.2,6.6,6.8,17.8,60.2,Average,Pass
44.7,5.8,5.0,10.9,63.4,Average,Pass
20.0,5.8,7.7,16.6,55.8,Average,Pass
32.8,8.8,8.0,12.4,61.0,Average,Pass
25.9,5.5,5.1,13.5,49.0,At Risk,Fail
36.0,5.8,8.6,15.2,67.5,Good,Pass
30.6,4.1,8.1,11.9,58.4,Average,Pass
50.8,5.4,8.6,15.2,82.1,Excellent,Pass
40.3,3.9,7.9,7.9,57.6,Average,Pass
20.6,7.4,8.0,14.8,51.3,Average,Pass
42.0,10.0,7.8,6.7,62.8,Average,Pass
26.4,5.9,8.2,13.0,55.4,Average,Pass
28.6,4.0,5.0,16.0,50.3,Average,Pass
38.2,7.8,5.4,15.3,65.2,Good,Pass
29.5,5.4,6.3,10.0,51.2,Average,Pass
44.4,8.4,7.0,10.3,71.2,Good,Pass
26.4,6.1,7.7,11.7,51.3,Average,Pass
28.1,5.6,7.6,14.1,58.4,Average,Pass
27.7,6.2,8.5,7.9,51.8,Average,Pass
28.7,7.6,8.6,13.6,59.8,Average,Pass
46.7,6.2,6.2,14.5,71.0,Good,Pass
41.6,5.8,7.5,12.8,71.0,Good,Pass
53.3,6.2,6.2,15.1,79.1,Good,Pass
59.3,4.6,7.0,14.2,88.6,Excellent,Pass
23.7,7.1,7.6,12.1,54.5,Average,Pass
35.6,3.8,3.1,8.2,51.7,Average,Pass
22.1,5.8,10.0,14.0,54.0,Average,Pass
26.4,7.6,7.9,10.9,46.7,At Risk,Fail
28.0,7.0,6.5,12.0,53.0,Average,Pass
23.4,7.4,9.5,14.9,57.4,Average,Pass
23.4,6.4,6.8,17.6,56.0,Average,Pass
33.2,8.3,7.4,13.5,59.9,Average,Pass
21.7,7.9,6.6,15.2,50.7,Average,Pass
43.9,7.2,9.2,9.6,64.7,Average,Pass
24.9,7.9,7.1,14.3,55.0,Average,Pass
60.0,7.6,7.4,13.4,84.7,Excellent,Pass
29.9,5.8,8.6,17.0,63.7,Average,Pass
35.6,4.5,7.9,12.1,62.4,Average,Pass
20.8,7.1,7.1,12.9,47.1,At Risk,Fail
53.2,7.3,8.5,16.6,86.7,Excellent,Pass
46.9,8.1,10.0,13.3,77.9,Good,Pass
38.0,5.1,7.6,10.5,61.7,Average,Pass
20.3,5.1,7.3,20.0,50.4,Average,Pass
37.1,7.2,7.4,10.6,63.5,Average,Pass
22.7,6.4,8.8,13.4,48.0,At Risk,Fail
50.6,3.7,6.5,14.6,71.7,Good,Pass
43.5,7.1,6.9,14.3,71.6,Good,Pass
35.8,3.7,5.4,13.1,57.6,Average,Pass
8.5,5.1,5.8,13.1,33.0,At Risk,Fail
24.2,8.5,6.6,12.9,50.9,Average,Pass
42.2,9.2,7.1,10.5,72.8,Good,Pass
47.9,4.7,9.3,19.6,81.8,Excellent,Pass
46.8,6.0,7.8,13.0,74.1,Good,Pass
17.6,6.6,6.1,15.3,45.9,At Risk,Fail
38.1,9.2,6.3,12.7,68.2,Good,Pass
45.8,5.8,8.8,12.6,74.1,Good,Pass
16.9,5.8,8.6,12.3,44.4,At Risk,Fail
34.7,8.8,7.2,9.3,61.5,Average,Pass
37.8,5.9,6.7,13.2,59.9,Average,Pass
31.6,7.6,8.5,12.5,56.6,Average,Pass
14.8,4.3,6.0,16.9,41.8,At Risk,Fail
31.3,6.2,7.7,10.2,55.0,Average,Pass
31.3,4.0,9.9,12.0,58.3,Average,Pass
33.2,4.9,7.4,11.1,56.7,Average,Pass
28.7,7.8,6.3,17.6,61.5,Average,Pass
30.0,6.4,7.7,11.2,52.8,Average,Pass
34.4,6.0,6.6,15.2,62.2,Average,Pass
39.6,5.4,5.5,16.3,64.1,Average,Pass
31.5,6.2,8.0,13.2,59.7,Average,Pass
30.4,7.0,8.5,9.7,51.9,Average,Pass
35.8,8.0,6.8,9.8,61.1,Average,Pass
14.1,2.6,6.7,16.0,36.4,At Risk,Fail
40.0,5.3,6.0,10.1,60.6,Average,Pass
34.8,6.7,7.0,14.7,65.0,Good,Pass
35.2,6.4,6.5,13.9,62.5,Average,Pass
45.2,7.1,6.0,14.7,69.6,Good,Pass
13.7,6.9,9.5,14.9,43.7,At Risk,Fail
13.5,6.0,7.8,11.0,35.3,At Risk,Fail
37.8,5.7,7.9,10.9,58.8,Average,Pass
34.7,6.1,8.3,15.6,65.0,Good,Pass
36.6,8.2,8.1,11.8,65.9,Good,Pass
29.8,5.4,6.7,5.9,48.7,At Risk,Fail
42.0,6.4,7.5,15.4,72.5,Good,Pass
44.9,6.8,6.9,10.7,69.2,Good,Pass
40.0,8.8,7.7,14.9,71.0,Good,Pass
32.0,6.0,7.6,17.5,61.0,Average,Pass
12.0,7.9,6.7,13.6,39.5,At Risk,Fail
43.1,8.3,5.6,16.4,70.8,Good,Pass
48.0,6.4,7.4,14.0,74.1,Good,Pass
41.8,6.2,7.0,18.0,73.1,Good,Pass
25.3,6.0,4.9,10.6,46.6,At Risk,Fail
42.1,6.1,7.8,13.6,75.7,Good,Pass
44.1,7.8,8.4,15.5,73.0,Good,Pass
51.6,6.8,10.0,13.1,81.3,Excellent,Pass
25.3,6.9,6.7,16.8,52.9,Average,Pass
32.4,4.8,6.6,12.4,55.3,Average,Pass
42.9,5.0,5.9,19.4,72.5,Good,Pass
35.4,9.7,7.5,19.5,73.8,Good,Pass
22.7,6.2,7.4,14.4,49.9,At Risk,Fail
39.3,5.3,6.2,15.1,65.6,Good,Pass
41.0,8.6,7.0,16.9,72.8,Good,Pass
35.7,6.9,4.8,10.3,55.0,Average,Pass
37.2,7.4,8.3,9.9,61.5,Average,Pass
32.0,6.3,6.3,17.1,60.9,Average,Pass
50.8,6.0,7.2,14.4,78.5,Good,Pass
25.1,6.2,5.5,13.0,50.9,Average,Pass
28.5,4.4,6.5,13.6,52.5,Average,Pass
34.9,6.4,6.9,6.9,54.6,Average,Pass
44.3,6.9,7.2,13.1,68.0,Good,Pass
18.6,9.3,7.8,11.5,48.3,At Risk,Fail
20.6,6.6,8.9,16.2,51.0,Average,Pass
12.8,3.0,8.1,16.4,41.8,At Risk,Fail
35.2,6.4,8.4,15.2,67.7,Good,Pass
22.7,10.0,8.9,14.7,56.0,Average,Pass
30.6,7.8,7.9,9.4,53.7,Average,Pass
41.9,5.3,7.2,15.3,69.6,Good,Pass
27.9,7.4,8.4,15.4,59.7,Average,Pass
37.3,5.4,8.5,17.1,67.6,Good,Pass
31.6,4.5,8.0,19.5,62.4,Average,Pass
42.1,6.0,5.5,8.9,63.5,Average,Pass
39.9,6.6,6.2,12.5,66.3,Good,Pass
27.3,3.7,6.9,11.5,48.7,At Risk,Fail
33.0,4.8,8.1,14.1,56.7,Average,Pass
46.1,6.5,7.2,13.6,74.3,Good,Pass
39.0,5.9,8.6,12.9,64.9,Average,Pass
19.7,7.1,8.8,16.5,52.5,Average,Pass
41.9,4.7,8.6,10.5,66.0,Good,Pass
23.1,7.6,8.6,10.7,46.2,At Risk,Fail
50.1,4.7,6.0,10.7,71.6,Good,Pass
45.9,9.0,7.8,12.6,76.2,Good,Pass
37.9,3.9,6.5,10.2,59.8,Average,Pass
36.5,4.9,5.2,13.5,60.3,Average,Pass
32.5,7.1,6.9,13.1,55.7,Average,Pass
42.1,9.0,8.8,11.4,73.9,Good,Pass
30.8,7.0,7.8,16.0,62.4,Average,Pass
37.3,7.3,9.6,13.4,65.3,Good,Pass
44.2,6.5,7.4,16.6,73.2,Good,Pass
28.7,5.0,10.0,13.1,57.2,Average,Pass
28.1,5.8,7.4,13.5,56.2,Average,Pass
21.9,4.7,7.2,12.0,44.9,At Risk,Fail
23.3,4.6,5.7,13.6,48.8,At Risk,Fail
15.1,7.1,8.5,15.6,42.7,At Risk,Fail
42.7,4.8,6.6,12.4,64.5,Average,Pass
54.3,7.0,6.4,15.1,78.7,Good,Pass
50.2,4.5,8.7,11.3,73.0,Good,Pass
17.2,6.9,8.6,15.7,51.5,Average,Pass
42.6,5.8,8.6,12.0,73.0,Good,Pass
50.2,8.6,6.8,16.0,82.0,Excellent,Pass
29.9,7.0,7.1,13.8,56.5,Average,Pass
35.9,8.4,7.1,17.9,68.8,Good,Pass
13.1,5.4,8.1,10.4,37.9,At Risk,Fail
37.7,6.6,9.1,9.5,59.7,Average,Pass
23.3,5.0,7.6,11.9,46.7,At Risk,Fail
37.0,5.9,9.6,9.7,65.0,Good,Pass
17.9,6.1,8.3,9.7,40.0,At Risk,Fail
40.7,5.4,6.9,15.3,66.8,Good,Pass
45.9,4.7,8.2,13.6,72.4,Good,Pass
26.3,4.4,9.2,12.3,52.8,Average,Pass
22.5,3.0,9.6,12.5,46.4,At Risk,Fail
11.5,4.9,8.6,11.9,37.1,At Risk,Fail
31.9,7.4,7.2,18.2,66.0,Good,Pass
28.5,4.1,6.9,11.5,55.0,Average,Pass
18.0,4.4,7.9,9.9,40.0,At Risk,Fail
39.7,9.2,9.2,15.8,73.8,Good,Pass
29.9,5.5,7.7,13.0,59.3,Average,Pass
23.2,7.0,7.7,19.3,56.1,Average,Pass
28.8,7.5,7.3,12.1,53.0,Average,Pass
46.4,7.5,6.8,16.0,77.1,Good,Pass
41.3,4.2,7.0,16.6,71.3,Good,Pass
33.4,6.2,7.4,12.1,59.8,Average,Pass
41.5,4.1,9.3,11.5,66.1,Good,Pass
22.3,10.0,6.9,15.7,52.0,Average,Pass
35.1,4.1,7.3,15.2,61.6,Average,Pass
36.4,4.9,6.2,9.7,59.6,Average,Pass
29.7,4.9,8.1,10.4,50.7,Average,Pass
39.5,4.3,8.8,6.5,58.6,Average,Pass
26.4,8.5,9.1,15.3,58.5,Average,Pass
40.3,10.0,7.4,12.9,69.2,Good,Pass
40.8,5.8,7.9,13.1,68.1,Good,Pass
3.3,4.5,7.0,8.9,24.6,At Risk,Fail
47.7,3.1,7.8,10.5,70.0,Good,Pass
1.9,6.1,7.6,12.3,25.9,At Risk,Fail
28.1,6.0,7.3,11.7,49.9,At Risk,Fail
45.9,5.5,7.4,13.9,73.2,Good,Pass
31.4,6.8,7.7,15.2,60.2,Average,Pass
19.0,7.1,6.8,20.0,56.5,Average,Pass
23.0,7.0,6.9,13.5,54.2,Average,Pass
45.9,6.0,9.2,16.7,81.9,Excellent,Pass
14.0,4.8,10.0,11.3,38.3,At Risk,Fail
47.0,7.5,5.8,8.9,70.3,Good,Pass
34.2,6.5,5.7,12.6,60.8,Average,Pass
21.9,7.8,6.1,9.1,46.4,At Risk,Fail
28.5,7.7,7.1,13.6,56.2,Average,Pass
23.8,4.4,8.3,11.4,50.4,Average,Pass
44.2,4.3,7.9,8.1,64.5,Average,Pass
42.7,5.4,7.4,18.5,74.2,Good,Pass
16.2,4.9,7.8,12.1,38.0,At Risk,Fail
30.4,7.6,6.4,9.0,54.7,Average,Pass
25.5,7.0,6.9,16.1,55.0,Average,Pass
48.8,8.1,7.2,11.6,76.6,Good,Pass
20.2,7.1,5.3,16.7,49.7,At Risk,Fail
52.1,6.8,5.8,11.5,76.7,Good,Pass
34.4,8.3,5.9,12.1,60.6,Average,Pass
22.3,7.2,8.1,14.6,53.7,Average,Pass
27.5,6.6,7.5,15.3,56.4,Average,Pass
26.1,8.7,7.9,15.8,55.6,Average,Pass
21.0,6.7,5.0,13.3,47.2,At Risk,Fail
35.8,6.0,5.4,15.1,60.7,Average,Pass
21.5,5.2,8.0,15.7,47.8,At Risk,Fail
11.3,7.6,3.9,14.2,34.8,At Risk,Fail
30.7,8.4,8.7,13.2,61.5,Average,Pass
15.3,6.4,5.0,9.6,36.1,At Risk,Fail
26.7,8.5,8.2,15.3,54.4,Average,Pass
25.0,3.5,6.1,13.7,47.6,At Risk,Fail
25.4,6.4,8.5,12.4,55.0,Average,Pass
56.4,6.4,10.0,17.2,89.1,Excellent,Pass
35.4,5.4,4.5,9.6,54.6,Average,Pass
37.5,10.0,8.0,18.2,75.8,Good,Pass
15.6,6.4,5.0,13.5,42.2,At Risk,Fail
27.7,5.9,7.7,14.5,57.9,Average,Pass
37.1,6.5,7.0,12.5,57.6,Average,Pass
23.7,3.5,7.4,8.9,47.0,At Risk,Fail
44.6,5.4,6.1,13.2,70.6,Good,Pass
21.8,8.0,8.1,14.5,57.4,Average,Pass
31.7,5.6,5.5,15.5,56.7,Average,Pass
28.5,5.3,8.7,13.0,51.9,Average,Pass
36.6,8.5,6.7,7.5,59.2,Average,Pass
27.9,8.5,5.5,9.3,50.6,Average,Pass
31.9,7.3,9.1,19.3,68.9,Good,Pass
32.2,5.8,7.1,10.5,57.9,Average,Pass
26.9,6.1,9.5,17.6,59.9,Average,Pass
40.0,5.3,8.7,11.0,64.5,Average,Pass
37.4,5.0,6.2,13.1,62.8,Average,Pass
33.8,4.9,7.1,15.4,60.7,Average,Pass
30.2,5.6,7.3,11.3,53.7,Average,Pass
43.4,4.9,9.0,18.1,77.5,Good,Pass
32.3,4.2,7.7,13.8,60.5,Average,Pass
31.5,6.8,7.4,14.9,62.8,Average,Pass
35.9,6.9,7.0,12.9,62.3,Average,Pass
53.1,9.1,7.1,15.4,80.5,Excellent,Pass
20.3,5.5,8.8,18.0,52.3,Average,Pass
43.1,6.9,7.2,13.2,69.0,Good,Pass
14.4,7.0,6.7,18.4,46.2,At Risk,Fail
37.1,6.1,6.5,11.9,60.3,Average,Pass
51.8,7.6,6.5,15.7,81.7,Excellent,Pass
40.1,7.7,5.5,15.0,66.1,Good,Pass
36.6,7.0,6.3,10.6,58.0,Average,Pass
28.7,6.1,9.0,14.2,60.5,Average,Pass
35.1,6.0,7.0,13.6,59.7,Average,Pass
32.1,4.4,8.0,11.2,55.8,Average,Pass
26.3,5.3,4.2,14.6,52.3,Average,Pass
31.7,5.6,7.9,14.0,61.0,Average,Pass
36.9,4.8,7.0,13.4,63.7,Average,Pass
26.5,7.2,6.6,13.4,54.3,Average,Pass
26.1,8.3,7.4,13.3,56.6,Average,Pass
20.1,5.1,6.6,12.6,47.2,At Risk,Fail
39.0,6.9,4.7,14.0,65.4,Good,Pass
40.7,4.9,8.3,11.8,62.1,Average,Pass
37.3,6.0,7.5,20.0,69.8,Good,Pass
45.2,5.5,6.8,9.7,68.6,Good,Pass
35.7,7.4,6.0,12.0,59.9,Average,Pass
39.0,5.5,5.4,12.2,65.4,Good,Pass
38.1,8.0,7.5,19.3,72.8,Good,Pass
33.8,6.1,9.1,9.9,59.2,Average,Pass
29.1,5.5,7.4,14.8,59.1,Average,Pass
58.7,4.6,5.5,14.3,82.8,Excellent,Pass
